Локация,Количество
Михайловское,1
Поспелиха,1
Смоленское,1
Город Бийск,1
Аламбай,1
Тогул,1
Кытманово,1
Петропавловский,1
Солонешенский,1
Усть-Калманский,1
Завьяловский центр детского творчества,1
Гилёвский дом культуры,1
Гоноховская школа,1
федеральная трасса А-322,1
с. Полковниково,1
Сростки,1
Павловское,1
Гальбштадт,1
Кусак,1
Гришковка,1
граница с Казахстаном,1
с. Наумово,1
с. Луговое,1
с. Староперуново,1
с. Зайцево,1
с. Шипицино,1
с. Красный Партизан,1
Урлапово,1
Нечунаево,1
Якимовка,1
Чебогоры,1
Стеклянка,1
Китай,1
Новый-4,1
Старица,1
Кирова,1
Ангарский городской округ,1
Город Иркутск,1
Свердловский округ,1
СНТ Текстильщик,1
СНТ Автомобилист,1
СНТ Солнышко 2,1
остров Елизовский,1
остров Юность,1
СНТ «Автомобилист»,1
Катанга,1
Дорожный строитель,1
Тайшетский,1
Малое море,1
остров Огой,1
Ольхон,1
Тайшетский район,1
Зиминский район,1
Балаганский район,1
Черемховский район,1
Усольский район,1
Усть-Кут,1
Беловской муниципальный округ,1
п. Постоянный,1
Киселевск,1
р. Томи,1
с. Атаманово,1
с. Ашмарино,1
Промышленновский округ,1
п. Мрассу,1
Килинск,1
п. Усть-Кабырза,1
Шерегеш,1
Юрга-2,1
Макурино,1
Пятково,1
Проскоково,1
Варюхино,1
Алаево,1
Кожевниково,1
Верх-Тайменка,1
Безменово,1
Талая,1
Маталассы,1
д. Бирилюссы,1
Шпагино,1
п. Солнечный,1
п. Мазульский,1
микрорайон «Авиатор»,1
национальный парк «Красноярские Столбы»,1
река Минусинка,1
Минусинская протока реки Енисей,1
д. Таскино,1
с. Устюг,1
Минжуль,1
п. Минино,1
п. Александровский Шлюз,1
река Барга,1
д. Сыромолотово,1
г. Артемовск,1
муниципальные образования Красноярского края,1
река Туба,1
с. Кавказское,1
красноярский край,1
Солгонская школа,1
Тальменка,1
Легостаево,1
Преображенский сельсовет,1
Гилевский сельсовет,1
Новолокти,1
г. Бердск,1
п. Санаторный,1
"СНТ ""Отрадное""",1
г.Омск,1
Оконешниковский район,1
Север Омской области,1
Усть-Ишимский район,1
Заимка,1
с. Усть-Элегест,1
малый Енисей,1
с. Шеми,1
с. Баян-Тала,1
с. Хайыракан,1
река Хемчик,1
Сут-Хольский район,1
Чаа-Хольский район,1
с. Алдан-Маадыр,1
с. Ишкин,1
с. Чадан,1
Тихая,1
Чыраа-Бажынский участок Чаданского лесничества,1
неизвестные населенные пункты,1
гора Самохвал,1
Тимирязевский,1
Заварзино,1
Кузовлево,1
Наука,1
Баумана,1
Тютчева,1
улица Заливная,1
общежитие «Парус»,1
Эушта,1
Каштачная гора,1
Усть-Керепеть,1
река Ушайка,1
с. Дзержинское,1
с. Тимирязевское,1
д. Эушта,1
п. Нижний склад,1
п. Апрель,1
п. Томск-Северный,1
п. Аникино,1
Богашевский тракт,1
ул. Басандайская,1
Коларовский тракт,1
п. Тимирязевский,1
ул. Бирюкова,1
пос. Светлый,1
п. Нижний Склад,1
Обь,1
Чулым,1
Чая,1
Томь,1
с. Альмяково,1
Том,1
с. Вершинино,1
Чёрная речка,1
хребет Мусса-Ачитара,1
горы Мусса-Ачитара,1
Сюгут,1
Муслах,1
Мишлеш,1
Корш,1
Джинных,1
Оттал,1
Калял,1
Мухах,1
Кусур,1
Вольный Аул,1
город Тырныауз,1
селение Былым,1
Цудахар,1
Урма,1
Хаджалмахи,1
Михайловск,1
селение Октябрьское,1
Буйнакск,1
Нижняя Саниба,1
с. Удок,1
горы Дагестана,1
Бурон,1
населенный пункт Бурон,1
Северный портал Рокского тоннеля,1
Агвали,1
Шаури,1
Кидеро,1
Тарумовский,1
Кизлярский,1
Ногайский,1
Бабаюртовский,1
Центральные Южные районы,1
горным районам КБР,1
схилы,1
центральные районы КЧР,1
южные районы КЧР,1
река Уллу-Кам,1
Апанасенковский район,1
с. Цокох,1
Карадах,1
Усиша,1
Новокули,1
Дылым,1
пос. Агач-Аул,1
Хиндах,1
Ругуджа,1
Хоточ,1
Куяда,1
Бабаюртовский район,1
Кизлярский район,1
Тарумовский район,1
Гунибский район,1
между населенными пунктами Карнаб и Камилух,1
Чародиннский район,1
селение Кулла,1
автодорога Ляхля-Кувиг,1
автодорога «Анцух-Тлярата»,1
автодорога «Тлярата-Махачкала»,1
альплагерь Безенги,1
сельское поселение Верхний Баксан,1
р. Баксан,1
р.Баксан,1
сельское поселение Аргудан,1
сельское поселение Озрек,1
временный мост между сельским поселением Октябрьское и сельским поселением Шордаково,1
с. Кичмалка,1
Карачаевское лесничество,1
с. Кардоникская,1
Зеленчукское лесничество,1
автодорога «Карачаевск - Кисловодск»,1
аула Нижняя Мара,1
Новая Джегута,1
Кызыл-Кала,1
Гюрюльдеук,1
аул Джингирик,1
река Джингирик,1
Карачаевск,1
Учкулан,1
с. Курджиново,1
река Худес,1
п. Рожкао,1
Арзгир,1
с. Дивное,1
г. Пятигорск,1
восточная часть Ставропольского края,1
Благодарненский район,1
Курсавка,1
южная часть,1
северная часть,1
Александровский,1
Дивное,1
населенные пункты Баксанского,1
Зольского и Прохладненского районов,1
Кашхатау,1
Сармаково,1
сельское поселение Анзорей,1
с. Адиюх,1
городское поселение Кашхатау,1
с. Учкекен,1
Хасавюрт,1
с. Маджалис,1
с. Баршамай,1
Хивский район,1
Малгобек,1
г.Сунжа,1
Кочубеевский район,1
Андроповский район,1
Изобильненский округ,1
Грачевский округ,1
южная часть Ставропольского края,1
Военно-грузинская дорога,1
КМВ,1
река Сунжа,1
Тырныауз,1
гора Эльбрус,1
п. Домбай,1
г. Хасавюрт,1
Сагри,1
с. Мехельта,1
с. Нижнее Инхо,1
с. Игали,1
с. Чирката,1
села Карадах,1
села Куппа,1
села Хаджалмахи,1
села Урма,1
Цумаде,1
реки Хема и Хварши,1
с. Хубар,1
дорога республиканского значения Хасавюрт – Тлох,1
дорога Калининаул-Алмак,1
смотровая площадка в Хубар,1
Буртуная,1
п. Родниковый,1
Маджалис,1
река Уллучай,1
Рука,1
Джибахни,1
Карацан,1
с. Чумли,1
с. Мацеевка,1
Сергокалинский район,1
с. п. Аршты,1
Ларс,1
Балта,1
В.Саниба,1
Редант-1,1
села Батако,1
села Зильги,1
Чми,1
Редант,1
Мизур,1
Благодарненский городской округ,1
поселок Терской,1
река Чла,1
Тамбукан,1
Кировский  округ,1
Минераловодский городской округ,1
с. Ессентукская,1
недалеко от Ставрополя,1
Грачёвский округ,1
с. Куршава,1
Сержень-Юрт,1
Автуры,1
Веденский район,1
Усинка,1
аэропорт Усинка,1
Имандра,1
станция Имандра,1
п. Имандра,1
Хибины,1
река Невы,1
Савушкина,1
Кронштадтский район,1
Старая Русса,1
Петербург,1
д. Адзъва,1
г. Усинск,1
"городской округ «Усинск""",1
"городской округ «Инта""",1
"МР «Княжпогостский""",1
"МР «Ижемский""",1
"МР «Удорский""",1
"городской округ «Ухта""",1
"городской округ «Сыктывкар""",1
"городской округ «Вуктыл""",1
"МР «Сосногорск""",1
"МР «Печора""",1
лесах Республики Коми,1
городской округ «Сыктывкар»,1
леса,1
городской округ «Вуктыл»,1
МР «Сосногорский»,1
г. Сосногорск,1
г. Вуктыл,1
лесах,1
г. Кировск,1
г. Мурманск,1
Шойна,1
Чижа,1
Несь,1
с. Несь,1
д. Чижа,1
с. Шойна,1
п. Индига,1
п. Выучейский,1
Невская губа,1
Тарногский Городок,1
Кичменский Городок,1
мост через реку Чуса,1
мост через реку Чуплега,1
мост через реку Тиньга,1
аэропорт Храброво,1
д. Трусово,1
р. Большая Инта,1
д. Кони,1
ГО Воркута,1
н.п. Ермицы,1
Крестовка,1
село Среднее Бугаево,1
Мутный Материк,1
река Илыч,1
д. Боровая,1
река Тихвинка,1
Рощинское городское поселение,1
р. Воложба,1
садоводство Джатеева,1
с. Великовисочное,1
р. Адзьва,1
г. Псков,1
аэропорт Пулково,1
п. Кадуй,1
река Андома,1
с. Верховажье,1
Кубенское озеро,1
Нюксеница,1
Леваш,1
Бобровское,1
Унский маяк,1
садово-огороднические товарищества,1
остров Кего,1
Шенкурск,1
Няндома,1
Холмогоры,1
Лешуконское,1
Мезенское,1
Пинежское,1
Онежское,1
Плесецкое,1
Шенкурское,1
Няндомское,1
Коношское,1
Вельское,1
Лешуконский район,1
Мезенский район,1
д.Ватамановская,1
д. Грехнев Пал,1
п. Ерцево,1
п. Мелентьевский,1
город Котлас,1
д. Соколья Горка,1
лесах Архангельской области,1
реки Пинега,1
Ёжуга,1
Ираса,1
Пылема,1
Ваеньга,1
реки Пылема,1
река Цебьюга,1
река Ёжуга,1
Архангельская агломерация,1
гг. Котлас,1
Веегора,1
Веркола,1
д.Кеврола,1
п.Русковера,1
д.Воепала,1
д.Валдокурье,1
д.Юрола,1
Матвера,1
Труфаново,1
реки Лодьма,1
реки Ижма,1
Астафьево,1
Устьянский  округ,1
река Онега,1
река Мезень,1
река Емца,1
Холмогорский  район,1
Чагода,1
Клавдино,1
Мегрино,1
Низ,1
Верхневольский,1
деревни Мало-Борисовская,1
деревни Ново-Старинская,1
Куи,1
Войлахты,1
Пондалы,1
п. Нижняя Ножема,1
д. Заполье,1
Переходно,1
Дудино,1
Тешемля,1
Лютомля,1
Смородинка,1
п. Верхневольский,1
Плаксино,1
Косино,1
Бардинское,1
Горбачи,1
Куя,1
д. Тарасовская,1
д. Красная гора,1
д. Комонево,1
проектные участки дорог,1
село Боровское,1
пойма реки Тобол,1
Белозерское - Боровское,1
Боровское,1
село Речкино,1
Белоозерское,1
с.Рычково,1
населённые пункты региона,1
территории в зоне риска подтопления,1
территории подтопления,1
территории затопления,1
подтопляемые и затопляемые территории,1
микрорайон ТЭЦ,1
село Белозерского,1
д.Русаково,1
д.Кошкино,1
реке Тобол,1
с. Светлый Дол,1
Звериноголовская больница,1
населенные пункты Белозерского округа,1
Село Речкино,1
Село Бузан,1
Деревня Лихачи,1
Деревня Масляная,1
Село Белозерское,1
Деревня Корюкина,1
Деревня Охотина,1
Деревня Гагарье,1
Деревня Большой Заполой,1
Деревня Малый Заполой,1
Село Нижнетобольное,1
Деревня Волосникова,1
Село Усть-Суерское,1
Деревня Екимово,1
зона подтопления,1
территории,1
находящиеся в зоне риска подтопления,1
д. Русаково,1
д. Гагарье,1
д. Масляная,1
д.Корюкина,1
д.Гагарье,1
д.Екимово,1
с.Кошкино,1
автомобильные дороги общего пользования,1
Вашкинский  округ,1
с. Липин Бор,1
с. Ухтома,1
д. Васильевская,1
д. Конечная,1
д. Лукьяново,1
п. Бонга,1
д. Кононово,1
д. Андреевская,1
д. Пиньшино,1
д. Щукино,1
д. Логиново,1
д. Гора,1
д. Парфеново,1
д. Тимино,1
д. Сухоежино,1
д. Васютино,1
д. Мыс,1
д. Колосово,1
д. Троицкое,1
д. Новец,1
д. Ушаково,1
д. Ростани,1
д. Прокино,1
д. Пиксимово,1
д. Покровское,1
д. Даньшин Ручей,1
д. Калитино,1
д. Дряблое,1
д. Никольское,1
д. Васюково,1
п. Новокемский,1
д. Задняя,1
с. Киуй,1
д. Грикшино,1
д. Ляпино,1
д. Рыжиково,1
д. Дудрово,1
д. Истомино,1
д. Москвино,1
д. Малеево,1
д. Поповка,1
д. Легково,1
д. Тарасьево,1
д. Подгорная,1
д. Харбово,1
д. Костино,1
д. Левино,1
д. Чесноково,1
д. Филимоново,1
д. Мытник,1
д. Турзино,1
д. Мосеево,1
д. Семеновская,1
д. Матвеевская,1
д. Зуево,1
д. Алёшино,1
Юг,1
Верховажье,1
Ворониха,1
Верховажское,1
неуказано,1
Новленский,1
Вытегра,1
город Вытегра,1
город Череповец,1
Кадуйский округ,1
Кадуйский район,1
Чагодощенский район,1
восток Вологодской области,1
с. Макарово,1
п. Васильевское,1
Югская школа,1
Река Юг,1
водные объекты общего пользования,1
реки Кубена,1
дороги области,1
Воронино,1
Порохово,1
Усть-Кубинка,1
дорога «Чагода - Мегрино - Низ - Клавдино»,1
р. Чагода,1
Чагодощенский дом культуры,1
Первомайская территория,1
Воскресенское,1
д. Фролово,1
д. Надпорожье,1
д. Великая,1
д. Ирдоматка,1
д. Мяксинское,1
д. Югское,1
д. Нелазское,1
д. Абакановское,1
Хемалда,1
Ванеево,1
Борисово,1
Адмиралтейский район,1
Никольский сад,1
василеостровцы,1
г. Петергоф,1
Колпинский район,1
городские парки,1
скверы,1
Молодежное,1
Репино,1
Смолячково,1
Песочный,1
Белоостров,1
Красносельский район,1
Невский район,1
п. Солнечное,1
Петродворцовый район Санкт-Петербурга,1
Пушкин,1
Неву,1
Университетская набережная,1
набережная Лейтенанта Шмидта,1
Багратионовск,1
Балтийское море,1
Гвардейский бульвар,1
Калининградская область,1
Балтийский городский округ,1
Преголя,1
Калининградский залив,1
площадь Роза ветров,1
Зеленоградский городской округ,1
Озёрский  округ,1
Балтийское побережье,1
город Пионерск,1
Полесский  округ,1
п. Железнодорожный,1
г.Светлогорск,1
Черняховский  округ,1
Всеволожск,1
Ленобласть,1
от Пскова до Петрозаводска,1
населенные пункты Ленинградской области,1
Киришский  район,1
район Дусьево,1
Шлиссельбург,1
Назия,1
озеро Сайма,1
система Вуокса,1
Учебный городок,1
Царицыно озеро,1
Пяхта,1
Сашково,1
Новинка,1
Тихвинка,1
Тосненский район,1
Тосненское городское поселение,1
апатиты,1
ЗАТО г.Североморск,1
Щукозеро,1
Малое Сафоново,1
ЗАТО Видяево,1
река Умба,1
Моногород Ковдор,1
автодорога Р-21 «Кола»,1
город Ковдор,1
Кола - Серебрянские ГЭС,1
Великовисочное,1
Щелино,1
Шоинский сельсовет,1
Канинский сельсовет,1
Омский сельсовет,1
Пешский сельсовет,1
Тиманский сельсовет,1
Приморско-Куйский сельсовет,1
д. Лабожское,1
Куйский Шар,1
город Великий Новгород,1
Волотовское сельское поселение,1
отдалённые деревни,1
Дрегли,1
Крестецкий район,1
река Пола,1
озеро Ильмень,1
река Веронда,1
река Веряжа,1
река Мста,1
река Большая Гнилка,1
река Ниша,1
д. Троица,1
д. Пустошь,1
д. Чертицко,1
В. Новгороде,1
Поддорский район,1
мосты и путепроводы,1
Хвойнинский округ,1
Хвойная,1
Хвойнинский  район,1
Чудовский  район,1
город Чудово,1
Шимский  район,1
Великолуки,1
Локнянский  округ,1
линии электропередачи,1
Детский парк,1
Печорский  округ,1
Псковское озеро,1
Теплое озеро,1
Калевальское городское поселение,1
г. Кемь,1
Кемское городское поселение,1
"совхоз ""Толвуйский""",1
Суйстамо,1
Соанлахти,1
г. Сегежа,1
пгт. Надвоицы,1
п. Идель,1
п. Черный Порог,1
п. Попов Порог,1
п. Валдай,1
по центральным и восточным районам,1
п. Мульда,1
округ «Вуктыл»,1
крайний юг,1
крайний югозапад,1
"МО ГО ""Ухта""",1
"МО МР ""Сосногорск""",1
"МО МР ""Ижемский""",1
"МО МР ""Усть-Цилемский""",1
"МО МР ""Печора""",1
"МО ГО ""Воркута""",1
"МО ГО ""Инта""",1
"МО ГО ""Вуктыл""",1
низменные места по республике,1
поселение Ижма,1
низменные места,1
с. Усть-Нем,1
с. Малая Кужба,1
с. Сторожевск,1
р. Вашка,1
с. Важгорт,1
с. Троицко-Печорск,1
с. Межог,1
с. Колва,1
Сосногорский район,1
Усть-Ухта,1
Пожня,1
Керки,1
Жешарт,1
Пичипашня,1
"сельское поселение ""Выльгорт""",1
д.Н-Кольель,1
протока Виловатник,1
п. Усть-Уса,1
Колва,1
городской округ «Усинск»,1
водоёмы городского округа «Усинск»,1
Усть-Кулом,1
парк КиО,1
реки Устья,1
д. Лиходиевский Погост,1
с. Благовещенское,1
д. Мокшенская,1
п. Солгинский,1
д. Баламутовская,1
р. Шоноша,1
д. Фоминская-1,1
Кегостров,1
п. Кемский,1
река Кузнечиха,1
п. Коноша,1
пр. Октябрьский,1
пер. Почтовый,1
Масленниково,1
Телегово,1
п. Черемушский,1
река Коряжемка,1
река Пеза,1
р. Пёза,1
д. Елкино,1
Петухово,1
Леуново,1
Кузомень,1
д. Каргомень,1
наледеообразование,1
с. Белозерский,1
белозерское,1
п. Редькино,1
п. Русаково,1
п. Екимово,1
река Кубена,1
д. Капустино,1
д. Судоверфь,1
д. Скорбежево,1
д. Зеленино,1
п. Макарово,1
река Комела,1
Ужла,1
Андомский Погост,1
Ошта,1
Горный Ручей,1
Грязовец,1
Тотемский район,1
с. Белые Кресты,1
д. Пустынь,1
д. Валунь,1
Колпино,1
город Лодейное Поле,1
п. Кильдинстрой,1
ДНТ «Кильдинское»,1
п. Шонгуй,1
п. Кола,1
Кашкаранцы,1
с. Оксино,1
д. Андег,1
п. Хорей-Вер,1
Бежаницкий район,1
город Остров,1
п. Эстерло,1
п. Райвио,1
Трёхозёрка,1
Выльтыдор,1
Соломбальский округ,1
Кемский п.,1
Пирсы,1
Зеленец,1
Бревенник,1
Кего,1
д. Княжа,1
д. Заболотье,1
Лельма,1
Кондратовская,1
Еремеевская,1
Мамониха,1
Белогорский,1
Кривые Озёра,1
Цимола,1
Нюхча,1
Немнюга,1
Большое Кротово,1
Труфанова,1
д.Березник,1
д.Церкова,1
Шардонемь,1
Валдокурье,1
Красный бор,1
Кривые озера,1
Тайга,1
Брин-Наволок,1
Ракула,1
Почтовое,1
Звоз,1
Федяково,1
Вага,1
Порог,1
Засурье,1
Емца,1
Орлецы,1
п. Щепье,1
Лентьево,1
Борисово-Судское,1
Новое Лукино,1
улица Чкалова,1
населенный пункт Русаково,1
Сулинское,1
Рогозинино,1
Коромыслово,1
Красавино,1
река Шограш,1
Марфино,1
Куркино,1
д. Никифорово,1
д. Лавкино,1
д. Шеломово,1
д. Лапач,1
Подлесное,1
Лобково,1
Низьма,1
Михальцево,1
Пудега,1
Лавкино,1
Терпелка,1
Дудинское,1
Никифорово,1
р. Сухона,1
д. Поддубье,1
д. Завражье,1
река Колодня,1
д. Кортиха,1
Середка,1
Залозно,1
Пустынь,1
д. Сойволовская,1
город Санкт-Петербург,1
город Гусев,1
река Тростянка,1
река Алейка,1
Тихвинский Богородичный Успенский монастырь,1
реки Сясь,1
Паша,1
Староладожский канал,1
Всеволожский район,1
Ломоносовский район,1
Сланцевский район,1
Тихвинский район,1
г. Апатиты,1
Серебрянские ГЭС-1,1
Серебрянская ГЭС-2,1
река Воронья,1
Тельвисочный сельсовет,1
Амдерма,1
д. Дубки,1
д. Митрошино,1
д. Сухая ветошь,1
новгородская область,1
п. Хвойная,1
город Пестово,1
Новоржев,1
Неелово,1
д. Бабаево,1
река Сороть,1
д. Зимари,1
д. Кашино,1
детский сад № 1,1
п. Кривой Порог,1
п. Рабочеостровск,1
город Кемь,1
река Тервунйоки,1
город Лахденпохья,1
Старая Кукковка,1
Перевалка,1
п. Усинский,1
Усть–Цилемский район,1
Заозерье,1
Черныш,1
д. Калининская,1
"ТЦ ""Звездный""",1
Сысольское шоссе,1
Цемесская бухта,1
Суджукская коса,1
с. Волковка,1
улица Гастелло,1
улица Петрозаводская,1
Роза Хутор,1
Красносулинский,1
Усть-Донецкий,1
Волгодонский,1
Константиновский,1
Цимлянский,1
с. Эстосадок,1
река Дерекойка,1
п. Гизель-Дере,1
пляж Лоо,1
Широкая Балка,1
с. Краснолесье,1
Войково,1
Бондаренково,1
п. Любимовка,1
п. Джубга,1
Чистенькое,1
ст. Анастасиевская,1
Петровская,1
Черноерковская,1
x. Прикубанский,1
x. Бараниковский,1
Советское,1
Бахчисарай,1
река Бзугу,1
Мацеста,1
река Северский Донец,1
порт Новороссийска,1
с. Азовская,1
Альпика-сервис,1
река Шахе,1
п. Головинка,1
детский сад,1
Неклиновский,1
Азовский,1
Каменский,1
"район садового товарищества ""Ива""",1
западная половина Черноземельского района,1
южные и юго-западные районы Республики Калмыкия,1
Керченский аэропорт,1
степные районы,1
ст. Пятигорская,1
п. Кубанский,1
Лабинск,1
ст. Владимировская,1
город Лабинск,1
с. Владимирская,1
река Кукса,1
ст. Холмская,1
г. Кореновск,1
х. Прикубанский,1
Керченская переправа,1
x. Каменночерновский,1
Ахтубинск,1
Трудфронт,1
с. Боркино,1
река Хурдун,1
ерик Зубовский,1
"переправа ""Трудфронт""",1
с. Красный Яр,1
Началовский сельсовет,1
автодороги района,1
трасса,1
Катричев,1
автодорога Волгоград–Самара-Энгельс–Пугачев,1
реки Медведица,1
река Иловля,1
река Хопёр,1
Алексеевская с.,1
Еланский район,1
Кумылженский район,1
Фроловский район,1
Нехаевский район,1
Урюпинский район,1
Новоаннинский район,1
город Новоаннинский,1
трассы Волгоградской области,1
Даниловский  район,1
x. Ширяевский,1
Котельниковский,1
Берёзовское,1
Бочаровское,1
Галушкинское,1
Староаннинское,1
Черкесовское,1
Липовская средняя школа,1
с. Рыбинка,1
Ольховский  район,1
отдельные районы региона,1
п. Нежинский,1
х. Песковатский,1
Торгун,1
Верхняя Водянка,1
Салтово,1
Лятошинка,1
Орлиное,1
Коршуновка,1
Институт биологии южных морей,1
мыс Хрустальный,1
п. Кача,1
река Кача,1
река Бельбек,1
с. Гончарное,1
с. Тыловое,1
Севастопольская бухта,1
п. Новомихайловский,1
в некоторых муниципалитетах края,1
река Чепси,1
Дантово ущелье,1
Фанагорийское,1
развилка,1
п. Кутаис,1
с. Саратовская,1
Краснодарское водохранилище,1
Цибанобалка,1
Славянский,1
с. Южная Озереевка,1
с. Кепша,1
горы Сочи,1
п. Виноградный,1
с. Благовещенская,1
Паралия,1
Гостагаевская,1
Уташ,1
Супсех,1
Гай-Кодзор,1
Бужор,1
берег моря,1
река Анапка,1
Дивноморское,1
Текос,1
Михайловский Перевал,1
Армавирский филиал,1
город-курорт Сочи,1
с. Новокорсунская,1
Лермонтово,1
Кроянское,1
Дефановка,1
Новомихайловское,1
Полковничий,1
п. Ясенская Переправа,1
ст.Должанская,1
Ейская коса,1
г. Ейск,1
коса Долгая,1
п. Ясенская переправа,1
коса Камышеватская,1
река Ясени,1
x. Новодеревянковский,1
Широчанка,1
Краснофлотский,1
Ближнеейский,1
муниципальное образование Кавказский район,1
Новониколаевская,1
Гречаная Балка,1
Калининская,1
Гривенская,1
Старовеличковская,1
с. Старотитаровская,1
Каневский район,1
Полтавское,1
Старонижестеблиевское,1
Протичкинское,1
Староджерелиевское,1
Крыловская,1
Южное сельское поселение,1
Троицкое сельское поселение,1
с. Троицкая,1
х. Кувичинский,1
территория Краснодарского края,1
город Славянск-на-Кубани,1
Славянск,1
пляжные территории Туапсинского района,1
побережье Черного моря,1
с. Кущевская,1
пгт Мостовской,1
мкр.Энергетиков,1
микрорайон Энергетиков,1
"Тихорецкий филиал ""Россети Кубань""",1
Воликов,1
Бондаренко,1
Бончковский,1
Новоалексеевский,1
г. Курганинск,1
п. Лермонтово,1
река Шапсухо,1
Новокорсунское,1
Незаймановское,1
реки Краснодарского края,1
Усть-Лабинск,1
горная часть,1
с.Белое,1
с.Верхненазаровское,1
а.Хатукай,1
с.Красногвардейское,1
а.Бжедугхабль,1
а.Адамий,1
п. Каменномостский,1
Лаба,1
Чамлык,1
река Фарс,1
а. Кошехабль,1
с. Натырбово,1
ст. Ханская,1
а. Шенджий,1
ст. Курджипская,1
город Адыгейск,1
Тахтамукайский район,1
физкультурно-оздоровительный комплекс «Апчас»,1
Каменномостский,1
п. Салын,1
Городовиковский РМО,1
Лагани,1
приморский город,1
Зурган,1
Унгун-Терячи,1
Хонч-Нур,1
Ики-Бухус,1
Малые Дербеты,1
Тундутово,1
Плодовитое,1
с. Плодовитое,1
река Элистинка,1
Целинная СОШ им. К. Эрендженова,1
Буровой,1
п. Нарын-Худук,1
с. Пятихатка,1
с. Волошино,1
с. Суворово,1
с. Гвардейское,1
Багерово,1
нижняя Героевка,1
с. Багерово,1
с. Юркино,1
с. Красногорка,1
с. Петропавловка,1
с. Украинка,1
с. Залесье,1
с. Мазанка,1
с. Фонтаны,1
Крымский полуостров,1
с. Морское,1
Миндальное,1
п. Орджоникидзе,1
п. Черноморское,1
Симеиз,1
Ореанда,1
Кореиз,1
Форос,1
Учан-Су,1
город Азов,1
х. Мечетный,1
п. Боярышниковый,1
х. Живые Ключи,1
Казанское сельское поселение,1
Парк Победы,1
город Волгодонск,1
город Новочеркасск,1
Петровский,1
Пролетарский,1
Гавриловский,1
ХБК,1
Гребной канал,1
участок с 907-го по 983-й км М-4 «Дон»,1
с. Заветное,1
трасса М-4 «Дон»,1
Зерноградский район,1
Тамбовка,1
Ивановка,1
Трудовой,1
с. Черёмушки,1
городах,1
округах,1
районах,1
Куменский район,1
Уржумский район,1
Гуково,1
трасса А-280 (М-23),1
с. Мержаново,1
х. Приют,1
х. Красный Десант,1
x. Пушкина,1
г. Каменск-Шахтинский,1
Р-260 Волгоград – Каменск-Шахтинский – Луганск,1
парк им. Нечаева,1
Аллея Героев,1
Аллея Дружбы,1
ул. Восточная,1
б. Таловая,1
Музей,1
Усть-Донецкое,1
Пухляковское,1
Мелиховское,1
п. Усть-Донецкий,1
Верхнекундрюченское сельское поселение,1
Нижнекундрюченское сельское поселение,1
с. Усть-Быстрянская,1
x. Бородино,1
с. Мелиховская,1
Усть-Донецкое городское поселение,1
Апаринское сельское поселение,1
Крымское сельское поселение,1
рп. Усть-Донецкий,1
ст. Нижнекундрюченская,1
х. Апаринский,1
х. Ещеулов,1
х. Крымский,1
Цимлянск,1
Чертковский район,1
пляжные территории,1
набережные,1
горный кластер Сочи,1
курорт Сочи,1
Якорная Щель,1
Чемитоквадже,1
река Восточный Дагомыс,1
река Чемитоквадже,1
река Псахо,1
с. Якорная щель,1
с. Лоо,1
Головинка,1
скала Киселева,1
район «Фара»,1
курорт,1
п. Боровский,1
Куйбышево,1
Нижняя Голубинка,1
Трасса Пермь—Екатеринбург,1
Звериноголовский район,1
Кировский пруд,1
п. Запасное,1
Режевской,1
Тугулым,1
г. Салехард,1
с. Катравож,1
путепроводы,1
Альменевский  округ,1
территория всей Курганской области,1
микрорайон Керамзитный,1
Ботаническое шоссе,1
пос. Увал,1
Кировский мост,1
микрорайон Ключи,1
микрорайон Северный,1
станция «Камчиха»,1
переулок Огородный,1
Карчевская Роща,1
аэропорт «Курган»,1
города Шадринск,1
г. Куртамыш,1
Щучанский район,1
Прорывное,1
Катайский район,1
с. Большое Чаусово,1
район Кетово,1
район Крюково,1
с. Б. Чаусово,1
Село Кетово,1
д. Белый Яр,1
д. Передергина,1
"СНТ ""Восход""",1
с. Плотниково,1
д. Иковское,1
Кетовская,1
Кетовский,1
Кетовское,1
санаторная,1
Меншиково,1
Утятское,1
Утяк,1
дорога федерального значения Р-254 'Иртыш',1
дорога межмуниципального значения Курган – Садовое - Утятское,1
р. Исеть,1
Каминское,1
Лебяжья,1
Камыши,1
Куртамышский  округ,1
Челябинск — Курган Омск — Новосибирск,1
г. Ишим,1
Шумиха,1
Миасское,1
с. Плоское,1
д. Белянино,1
город Макушино,1
Мокроусовский район,1
Батырево,1
Сафакулевский округ,1
Костанайская область,1
северная часть Курганской области,1
Село Усть-Уйское,1
бассейны рек Нейва,1
Бисертский городской округ,1
Верхнее Дуброво,1
городской округ Верхняя Пышма,1
Верхняя Тура,1
городской округ Верхотурский,1
абсолютно все муниципальные образования Свердловской области,1
г.Дегтярск,1
городской округ Заречный,1
Квашнинское водохранилище,1
Галкинское водохранилище,1
Качканарский городской округ,1
п. Билимбай,1
Зеленый Лог,1
Раскуиха,1
Курганово,1
Косой Брод,1
Зеленый Бор,1
город Рефтинский,1
крайний юг Свердловской области,1
Нейва,1
Всеволодо-Благодатское,1
Крутой Лог,1
Покровск-Уральский,1
Баяновка,1
Третий Северный,1
Калья,1
река Каква,1
г. Екатеринбург,1
Нижний-Тагил,1
Артинский городской округ,1
городской округ Первоуральск,1
реки Свердловской области,1
Абатский  район,1
викуловский район,1
д. Борки,1
